Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region
11/19/2023,Shelby,Female,318000,Tri-State Mack Inc,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Middletown
11/19/2023,Francois,Male,552000,U-Haul CO,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Aurora
11/19/2023,Jocelin,Male,425000,Progressive Shippers Cooperative Association No,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Sedan,Greenville
11/19/2023,Helyne,Male,13500,Rabun Used Car Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,Passenger,Pasco
11/19/2023,Arthur,Female,625000,Race Car Help,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Janesville
11/19/2023,Thomas,Female,700000,Ryder Truck Rental and Leasing,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Scottsdale
11/19/2023,Tom,Male,13500,U-Haul CO,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,SUV,Austin
11/19/2023,Victor,Female,385000,Scrivener Performance Engineering,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Middletown
11/19/2023,Zoe,Female,1077000,Star Enterprises Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,27700,Passenger,Aurora
11/19/2023,Agathe,Female,718000,Suburban Ford,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Greenville
11/19/2023,Ines,Female,706000,Tri-State Mack Inc,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Pasco
11/19/2023,Antonin,Female,450000,U-Haul CO,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,Sedan,Janesville
11/20/2023,Clement,Male,675000,Capitol KIA,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,Greenville
11/20/2023,Floriane,Male,800000,Chrysler of Tri-Cities,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22001,Sedan,Pasco
11/20/2023,Mariam,Female,655000,Tri-State Mack Inc,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,SUV,Austin
11/20/2023,Tomy,Male,1070000,Classic Chevy,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14001,Passenger,Scottsdale
11/20/2023,Clara,Female,862000,Clay Johnson Auto Sales,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,SUV,Austin
11/20/2023,Thea,Male,985000,Diehl Motor CO Inc,Lexus,LS400,Overhead Camshaft,Manual,Pale White,13001,Sedan,Middletown
11/20/2023,Megan,Male,13500,Chrysler of Tri-Cities,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,82001,SUV,Pasco
11/20/2023,Xavier,Female,1050000,Gartner Buick Hyundai Saab,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Greenville
11/20/2023,Maxence,Male,3680000,Hatfield Volkswagen,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29001,SUV,Pasco
11/20/2023,Noelie,Male,13500,Iceberg Rentals,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Janesville
11/20/2023,Leane,Female,691000,McKinney Dodge Chrysler Jeep,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,71001,SUV,Scottsdale
11/20/2023,Chloe,Male,1310000,Motor Vehicle Branch Office,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29001,Hatchback,Austin
11/20/2023,Empty,Male,902000,Nebo Chevrolet,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,Sedan,Middletown
11/20/2023,Lana,Male,1610000,New Castle Ford Lincoln Mercury,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,SUV,Aurora
11/20/2023,Noa,Male,1353000,Pars Auto Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33301,Hatchback,Greenville
11/20/2023,Victoria,Male,1150000,Pitre Buick-Pontiac-Gmc of Scottsdale,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18001,Sedan,Pasco
11/20/2023,Cylian,Male,1780000,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24001,Passenger,Janesville
11/20/2023,Timothy,Male,1410000,Rabun Used Car Sales,Volvo,S40,Overhead Camshaft,Manual,Black,36001,Sedan,Scottsdale
11/20/2023,Lou-Anne,Male,13500,Race Car Help,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10001,Passenger,Austin
11/20/2023,Thelma,Male,735000,Ryder Truck Rental and Leasing,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29001,SUV,Middletown
11/20/2023,Elsa,Male,915000,Saab-Belle Dodge,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41001,Sedan,Aurora
11/20/2023,Quentin,Male,13500,Scrivener Performance Engineering,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,Passenger,Greenville
11/20/2023,Angelo,Female,590500,Scrivener Performance Engineering,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21500,SUV,Greenville
11/20/2023,Anthony,Male,607500,Star Enterprises Inc,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28500,Hatchback,Pasco
11/20/2023,Benjamin,Male,1342000,Rabun Used Car Sales,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,21200,SUV,Aurora
11/20/2023,Antonio,Male,677200,Tri-State Mack Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,49200,SUV,Scottsdale
11/20/2023,Archer,Female,960000,U-Haul CO,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,Austin
11/20/2023,Ari,Male,13500,Buddy Storbeck's Diesel Service Inc,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Middletown
11/20/2023,Ariel,Male,1155000,C & M Motors Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9500,Hatchback,Aurora
11/20/2023,Aron,Male,13500,Capitol KIA,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,Passenger,Greenville
11/20/2023,Arthur,Male,817000,Chrysler of Tri-Cities,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,Passenger,Pasco
11/20/2023,Arye,Male,1035000,Chrysler Plymouth,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,Sedan,Janesville
11/20/2023,Bradley,Male,13500,Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,Hardtop,Greenville
11/20/2023,Asher,Male,677500,Clay Johnson Auto Sales,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21500,Hatchback,Austin
11/20/2023,August,Female,1450000,Diehl Motor CO Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49001,Hatchback,Middletown
11/20/2023,Austin,Male,630000,Enterprise Rent A Car,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54001,Sedan,Aurora
11/20/2023,Avery,Male,760000,Gartner Buick Hyundai Saab,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Greenville
11/20/2023,Avi,Male,730000,Hatfield Volkswagen,BMW,328i,Overhead Camshaft,Manual,Black,69001,Sedan,Pasco
11/20/2023,Bruce,Female,1815000,Suburban Ford,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18500,Hardtop,Middletown
11/20/2023,Avrohom,Male,750000,McKinney Dodge Chrysler Jeep,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,Hatchback,Scottsdale
11/20/2023,Avrum,Male,440000,Motor Vehicle Branch Office,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,Passenger,Austin
11/20/2023,Axel,Male,13500,Nebo Chevrolet,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Middletown
11/20/2023,Chris,Male,377000,Star Enterprises Inc,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hardtop,Janesville
11/20/2023,Beckett,Female,600000,Pars Auto Sales,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,Sedan,Greenville
11/20/2023,Lucille,Male,646000,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Pasco
11/20/2023,Noemie,Male,625000,Progressive Shippers Cooperative Association No,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,Passenger,Janesville
11/20/2023,Issam,Male,552500,Rabun Used Car Sales,BMW,528i,Overhead Camshaft,Manual,Pale White,16500,SUV,Scottsdale
11/20/2023,Axel,Male,601000,Race Car Help,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Austin
11/20/2023,Dorine,Male,735000,Ryder Truck Rental and Leasing,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71000,Hatchback,Middletown
11/20/2023,Loric,Male,1290000,Saab-Belle Dodge,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Aurora
11/20/2023,Nathan,Male,562000,Scrivener Performance Engineering,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,SUV,Greenville
11/20/2023,Matteo,Male,580500,Star Enterprises Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,39500,Passenger,Pasco
11/20/2023,Mathieu,Female,520000,Suburban Ford,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,SUV,Janesville
11/20/2023,Usher,Male,900000,Rabun Used Car Sales,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,Hardtop,Austin
11/20/2023,Alexandre,Male,1710000,U-Haul CO,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,Passenger,Austin
11/20/2023,Julien,Male,370000,Progressive Shippers Cooperative Association No,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hatchback,Janesville
11/20/2023,Valentin,Female,620000,Rabun Used Car Sales,Lexus,LS400,Overhead Camshaft,Manual,Pale White,13000,Sedan,Scottsdale
11/20/2023,Johan,Male,1300000,Race Car Help,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Austin
11/20/2023,Victor,Male,13500,Race Car Help,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27001,Hardtop,Austin
11/20/2023,Victor,Male,800000,Saab-Belle Dodge,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,Passenger,Aurora
11/20/2023,Clement,Male,791100,Scrivener Performance Engineering,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25100,SUV,Greenville
11/20/2023,Maxence,Male,775000,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,Passenger,Pasco
11/20/2023,Ameline,Male,1210000,Suburban Ford,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,Hatchback,Janesville
11/20/2023,Anais,Male,1300000,Tri-State Mack Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Scottsdale
11/20/2023,Mathieu,Male,13500,U-Haul CO,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45000,Passenger,Austin
11/20/2023,Marine,Male,13500,Buddy Storbeck's Diesel Service Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,Middletown
11/20/2023,Caroline,Male,13500,Ryder Truck Rental and Leasing,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Middletown
11/20/2023,Catherine,Male,13500,Saab-Belle Dodge,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29000,SUV,Aurora
11/20/2023,Cecilia,Male,1010000,Scrivener Performance Engineering,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Greenville
11/20/2023,Charlotte,Male,779000,Star Enterprises Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,71000,SUV,Pasco
11/20/2023,Chelsea,Male,790000,Suburban Ford,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29000,Hatchback,Janesville
11/20/2023,Chloe,Male,455500,Tri-State Mack Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39500,Sedan,Scottsdale
11/20/2023,Christina,Male,13500,U-Haul CO,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Austin
11/20/2023,Christine,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Middletown
11/20/2023,Cindy,Male,1400000,C & M Motors Inc,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Aurora
11/20/2023,Claire,Male,1520000,Capitol KIA,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24000,Passenger,Greenville
11/20/2023,Connie,Male,1655000,Chrysler of Tri-Cities,Volvo,S40,Overhead Camshaft,Manual,Black,36500,Sedan,Pasco
11/20/2023,Crystal,Male,600000,Chrysler Plymouth,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10000,Passenger,Janesville
11/20/2023,Cynthia,Male,1014000,Classic Chevy,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29400,SUV,Scottsdale
11/20/2023,Daphne,Female,1450000,Clay Johnson Auto Sales,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,Sedan,Austin
11/20/2023,Diya,Female,2252000,Diehl Motor CO Inc,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42200,Passenger,Middletown
11/20/2023,Doris,Male,1351000,Enterprise Rent A Car,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20100,Passenger,Aurora
11/20/2023,Eileen,Male,13500,Gartner Buick Hyundai Saab,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82000,Passenger,Greenville
11/20/2023,Elaine,Male,13500,Hatfield Volkswagen,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Pasco
11/20/2023,Eleanor,Male,13500,Iceberg Rentals,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Janesville
11/20/2023,Elena,Male,2460000,McKinney Dodge Chrysler Jeep,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,34001,Sedan,Scottsdale
11/20/2023,Elina,Male,13500,Motor Vehicle Branch Office,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17001,Hatchback,Austin
11/20/2023,Elizabeth,Female,13500,Nebo Chevrolet,Lincoln,Continental,Overhead Camshaft,Manual,Black,42001,Passenger,Middletown
11/20/2023,Luca,Male,1362500,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19250,SUV,Scottsdale
11/20/2023,Antoine,Male,825000,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hardtop,Middletown
11/20/2023,Bastien,Male,730000,Capitol KIA,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Janesville
11/20/2023,Jean-Raphael,Male,880000,Chrysler of Tri-Cities,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,SUV,Scottsdale
11/20/2023,Daphne,Male,645000,Chrysler Plymouth,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,Sedan,Austin
11/20/2023,Pauline,Male,602000,Classic Chevy,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,Hatchback,Middletown
11/20/2023,Maude,Male,855000,Clay Johnson Auto Sales,Acura,RL,Overhead Camshaft,Manual,Black,18000,SUV,Aurora
11/20/2023,Alison,Male,13500,Diehl Motor CO Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Greenville
11/20/2023,Candice,Male,880000,Enterprise Rent A Car,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Pasco
11/20/2023,Celian,Male,724000,Gartner Buick Hyundai Saab,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Janesville
11/20/2023,Noah,Male,735000,Hatfield Volkswagen,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Scottsdale
11/20/2023,Dorian,Female,788000,Iceberg Rentals,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Austin
11/20/2023,Guillaome,Female,810000,McKinney Dodge Chrysler Jeep,Honda,Accord,Overhead Camshaft,Manual,Pale White,14000,Sedan,Middletown
11/20/2023,Safia,Male,2540000,Motor Vehicle Branch Office,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Aurora
11/20/2023,Marie,Female,706000,Saab-Belle Dodge,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hardtop,Janesville
11/20/2023,Lea,Female,399000,New Castle Ford Lincoln Mercury,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Pasco
11/20/2023,Martin,Female,710000,Pars Auto Sales,Acura,RL,Overhead Camshaft,Manual,Pale White,34000,SUV,Janesville
11/20/2023,Tom,Male,550000,Tri-State Mack Inc,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25001,Hardtop,Aurora
11/20/2023,Noelie,Female,880888,Diehl Motor CO Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Pale White,23881,Hardtop,Pasco
11/20/2023,Lucas,Female,987500,Rabun Used Car Sales,Subaru,Outback,Overhead Camshaft,Manual,Pale White,49500,SUV,Middletown
11/20/2023,Benjamin,Male,1710000,Race Car Help,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,Aurora
11/20/2023,Theo,Male,13500,Ryder Truck Rental and Leasing,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Greenville
11/21/2023,Niels,Male,740000,Star Enterprises Inc,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20001,Passenger,Pasco
11/21/2023,Benjamin,Male,1480000,Suburban Ford,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82001,Passenger,Janesville
11/21/2023,Adem,Male,1120000,Tri-State Mack Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17001,Hatchback,Scottsdale
11/21/2023,Ulysse,Male,801000,U-Haul CO,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,SUV,Austin
11/21/2023,Clement,Male,13500,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,34001,Sedan,Janesville
11/21/2023,Yanis,Female,13500,Rabun Used Car Sales,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17001,Hatchback,Scottsdale
11/21/2023,Julien,Male,1400000,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,42001,Passenger,Janesville
11/21/2023,Juliette,Male,13500,Rabun Used Car Sales,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14001,Hatchback,Scottsdale
11/21/2023,Mathieu,Female,610000,Race Car Help,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21001,SUV,Austin
11/21/2023,Alice,Female,1115000,Ryder Truck Rental and Leasing,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Black,18501,SUV,Middletown
11/21/2023,Simon,Male,980000,Saab-Belle Dodge,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10001,Passenger,Aurora
11/21/2023,Alexander,Male,1050000,Ryder Truck Rental and Leasing,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,Hardtop,Middletown
11/21/2023,Christopher,Male,1820000,Tri-State Mack Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Hardtop,Austin
11/21/2023,Benjamin,Male,210000,Progressive Shippers Cooperative Association No,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14000,SUV,Janesville
11/21/2023,Bennett,Male,13500,Rabun Used Car Sales,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,SUV,Scottsdale
11/21/2023,Damien,Male,1320000,C & M Motors Inc,Mercury,Mountaineer,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Greenville
11/21/2023,Binyomin,Male,1340000,Ryder Truck Rental and Leasing,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Middletown
11/21/2023,Dante,Female,13500,Chrysler Plymouth,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,Hardtop,Austin
11/21/2023,Boruch,Female,912500,Scrivener Performance Engineering,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27500,Hatchback,Greenville
11/21/2023,Bradley,Male,270000,Star Enterprises Inc,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,SUV,Pasco
11/21/2023,David,Male,1265000,Diehl Motor CO Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45500,Hardtop,Aurora
11/21/2023,Dean,Male,950000,Enterprise Rent A Car,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16000,Hardtop,Greenville
11/21/2023,Brayden,Male,925000,U-Haul CO,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Austin
11/21/2023,Brendan,Female,1085000,Progressive Shippers Cooperative Association No,Volvo,C70,Overhead Camshaft,Manual,Pale White,82500,Hatchback,Janesville
11/21/2023,Yitzchok,Male,865000,Suburban Ford,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14001,Hardtop,Janesville
11/21/2023,Celia,Male,13500,Capitol KIA,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17000,Sedan,Greenville
11/21/2023,Victor,Male,1460000,Chrysler of Tri-Cities,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Sedan,Pasco
11/21/2023,Alicia,Male,1100000,Chrysler Plymouth,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Janesville
11/21/2023,Arthur,Male,452500,Classic Chevy,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28500,Sedan,Scottsdale
11/21/2023,Maxime,Male,373000,Clay Johnson Auto Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Austin
11/21/2023,Yona,Female,742000,U-Haul CO,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,17001,Hardtop,Austin
11/21/2023,Celeste,Male,1350000,Enterprise Rent A Car,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,Hatchback,Aurora
11/21/2023,Ugo,Male,950000,Gartner Buick Hyundai Saab,Audi,A6,Overhead Camshaft,Manual,Black,15000,SUV,Greenville
11/21/2023,Maxime,Male,1100000,Hatfield Volkswagen,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Pasco
11/21/2023,Jules,Male,799000,Iceberg Rentals,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Sedan,Janesville
11/21/2023,David,Male,13500,McKinney Dodge Chrysler Jeep,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Scottsdale
11/21/2023,Ella,Male,13500,New Castle Ford Lincoln Mercury,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14001,Hatchback,Aurora
11/21/2023,Ellie,Female,390000,Pars Auto Sales,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21001,SUV,Greenville
11/21/2023,Emily,Female,1455000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Black,18501,SUV,Pasco
11/21/2023,Emma,Male,540000,Progressive Shippers Cooperative Association No,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10001,Passenger,Janesville
11/21/2023,Eleanor,Female,1700000,Chrysler Plymouth,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25000,Hardtop,Janesville
11/21/2023,Erin,Male,1180000,Race Car Help,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,Passenger,Austin
11/21/2023,Esther,Male,950000,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,Sedan,Middletown
11/21/2023,Eva,Male,13500,Saab-Belle Dodge,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Aurora
11/21/2023,Elena,Male,1650000,Classic Chevy,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,Hardtop,Austin
11/21/2023,Elsa,Male,13500,Pars Auto Sales,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,Hardtop,Greenville
11/21/2023,Emily,Female,13500,Rabun Used Car Sales,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Austin
11/21/2023,Fiona,Male,13500,Tri-State Mack Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Scottsdale
11/21/2023,Rayam,Female,753000,Saab-Belle Dodge,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,12000,Passenger,Pasco
11/21/2023,Chloe,Male,1300000,Scrivener Performance Engineering,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,26000,SUV,Janesville
11/21/2023,Yuna,Female,407500,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,33500,Passenger,Scottsdale
11/21/2023,Lola,Male,870000,Suburban Ford,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Austin
11/21/2023,Gaelle,Male,330000,Tri-State Mack Inc,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,SUV,Middletown
11/21/2023,Iou,Female,315000,U-Haul CO,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43000,Sedan,Aurora
11/21/2023,Johan,Male,831000,Progressive Shippers Cooperative Association No,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Greenville
11/21/2023,Laura,Male,1225000,Rabun Used Car Sales,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39500,Sedan,Pasco
11/21/2023,Ludivine,Male,1200000,Race Car Help,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,Sedan,Janesville
11/21/2023,Nolwenn,Male,1200000,Ryder Truck Rental and Leasing,Lexus,GS400,Overhead Camshaft,Manual,Black,53000,Hatchback,Scottsdale
11/21/2023,Colin,Male,550000,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Austin
11/21/2023,Cyrielle,Female,690000,Nebo Chevrolet,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hardtop,Middletown
